ID,TipoConstrução,Zoneamento,FrenteLote,AreaLote,Rua,ConfigLote,Vizinhanca,TipoImovel,EstiloCasa,QualidadeGeral,CondicaoGeral,AnoConstrucao,AnoReforma,QualidadeExterior,CondicaoExterior,Fundacao,QualiPorao,CondiPorao,AreaTotalPorao,AreaHabitavel,NumeroQuarto,NumeroCozinha,TotalComodos,NumeroVagas,AreaVagas,AnoVenda,PrecoVenda
734,20,Residencial_Baixa,80.0,10000,Pavimentada,Esquina,Sawyer,Casa Unifamiliar,Um Andar,5,6,1961,1983,Media,Media,Blocos de Concreto,Media,Media,864.0,1144,3,1,6,1.0,264.0,2009,131400.0
735,20,Residencial_Baixa,,8978,Pavimentada,Esquina,Sawyer,Casa Unifamiliar,Um Andar,5,5,1968,1968,Media,Media,Concreto Vazado,Media,Media,948.0,948,3,1,6,1.0,300.0,2007,108000.0
736,75,Residencial_Media,60.0,10800,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois e Meio Andar Inacabado,7,7,1914,1970,Media,Media,Tijolos e Pedra,Boa,Media,880.0,1768,2,1,6,2.0,320.0,2006,163000.0
737,90,Residencial_Baixa,60.0,8544,Pavimentada,Interno,NAmes,Duplex,Um Andar,3,4,1950,1950,Media,Media,Blocos de Concreto,,,0.0,1040,2,2,6,2.0,400.0,2006,93500.0
738,60,Residencial_Baixa,72.0,10463,Pavimentada,Fim de Rua,Gilbert,Casa Unifamiliar,Dois Andar,8,5,2005,2005,Boa,Media,Concreto Vazado,Boa,Media,893.0,1801,3,1,8,3.0,800.0,2006,239900.0
739,90,Residencial_Baixa,60.0,10800,Pavimentada,Interno,Edwards,Duplex,Um Andar,5,5,1987,1988,Media,Media,Blocos de Concreto,Boa,Boa,1200.0,1200,3,1,5,0.0,0.0,2009,179000.0
740,60,Residencial_Baixa,65.0,9313,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2004,2004,Boa,Media,Concreto Vazado,Boa,Media,864.0,1728,3,1,7,2.0,572.0,2009,190000.0
741,70,Residencial_Media,60.0,9600,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois Andar,5,7,1910,2002,Media,Boa,Tijolos e Pedra,Razoavel,Razoavel,264.0,1432,2,1,7,2.0,360.0,2007,132000.0
742,20,Residencial_Baixa,65.0,6768,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,6,8,1961,1996,Media,Boa,Blocos de Concreto,Media,Media,912.0,912,3,1,5,1.0,288.0,2008,142000.0
743,20,Residencial_Baixa,65.0,8450,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Um Andar,7,5,2000,2001,Media,Media,Concreto Vazado,Boa,Media,1349.0,1349,3,1,6,2.0,539.0,2007,179000.0
744,80,Residencial_Baixa,70.0,12886,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Nivel Dividido,5,6,1963,1999,Media,Media,Blocos de Concreto,Boa,Media,520.0,1464,3,1,6,2.0,480.0,2009,175000.0
745,120,Residencial_Baixa,41.0,5395,Pavimentada,Interno,StoneBr,Casa Geminada - final fileira,Um Andar,8,5,1993,1993,Boa,Media,Concreto Vazado,Boa,Media,1337.0,1337,2,1,5,2.0,462.0,2008,180000.0
746,60,Residencial_Baixa,,8963,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Dois Andar,8,9,1976,1996,Excelente,Boa,Blocos de Concreto,Media,Boa,1142.0,2715,4,1,11,2.0,831.0,2008,299800.0
747,60,Residencial_Baixa,,8795,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,7,5,2000,2000,Boa,Media,Concreto Vazado,Boa,Media,952.0,2256,4,1,8,2.0,554.0,2009,236000.0
748,70,Residencial_Media,65.0,11700,Pavimentada,Esquina,OldTown,Casa Unifamiliar,Dois Andar,7,7,1880,2003,Boa,Media,Pedra,Media,Razoavel,1240.0,2640,4,1,8,4.0,864.0,2009,265979.0
749,20,Residencial_Baixa,59.0,10593,Pavimentada,Interno,NoRidge,Casa Unifamiliar,Um Andar,7,5,1996,1996,Boa,Media,Concreto Vazado,Boa,Media,1720.0,1720,3,1,7,2.0,527.0,2010,260400.0
750,50,Residencial_Baixa,50.0,8405,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um e Meio Andar Finalizado,4,3,1945,1950,Media,Media,Laje,,,0.0,1529,4,1,9,1.0,240.0,2009,98000.0
751,50,Residencial_Media,55.0,8800,Pavimentada,Esquina,OldTown,Casa Unifamiliar,Um e Meio Andar Finalizado,4,7,1910,2004,Media,Media,Tijolos e Pedra,Media,Razoavel,576.0,1140,3,1,7,0.0,0.0,2010,96500.0
752,60,Residencial_Baixa,,7750,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,7,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,660.0,1320,3,1,6,2.0,400.0,2007,162000.0
753,20,Residencial_Baixa,79.0,9236,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,6,5,1997,1997,Media,Boa,Concreto Vazado,Boa,Media,1479.0,1494,3,1,6,2.0,576.0,2006,217000.0
754,60,Residencial_Baixa,80.0,10240,Pavimentada,Interno,NridgHt,Casa Unifamiliar,Dois Andar,8,5,2005,2005,Boa,Media,Concreto Vazado,Boa,Media,1030.0,2098,3,1,8,3.0,878.0,2006,275500.0
755,20,Residencial_Baixa,61.0,7930,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,8,1969,2005,Media,Media,Blocos de Concreto,Media,Media,1026.0,1026,3,1,5,2.0,440.0,2009,156000.0
756,160,Residencial_Alta_Vila,34.0,3230,Pavimentada,Interno,Somerst,Casa Geminada - final fileira,Dois Andar,6,5,1999,1999,Media,Media,Concreto Vazado,Boa,Media,729.0,1471,3,1,6,2.0,440.0,2009,172500.0
757,60,Residencial_Baixa,68.0,10769,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,8,5,2007,2007,Boa,Media,Concreto Vazado,Boa,Media,866.0,1768,3,1,7,2.0,578.0,2009,212000.0
758,60,Residencial_Baixa,,11616,Pavimentada,Fim de Rua,Sawyer,Casa Unifamiliar,Dois Andar,6,5,1978,1978,Media,Media,Blocos de Concreto,Media,Media,672.0,1386,3,1,6,2.0,440.0,2010,158900.0
759,160,Residencial_Alta_Vila,24.0,2280,Pavimentada,Interno,Somerst,Casa Geminada - meio de fileira,Dois Andar,7,5,1999,1999,Media,Media,Concreto Vazado,Boa,Media,744.0,1501,3,1,6,2.0,440.0,2008,179400.0
760,60,Residencial_Baixa,65.0,12257,Pavimentada,Interno,NoRidge,Casa Unifamiliar,Dois Andar,8,5,1995,1995,Boa,Media,Concreto Vazado,Boa,Media,1318.0,2531,4,1,9,3.0,752.0,2007,290000.0
761,20,Residencial_Baixa,70.0,9100,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,6,1959,1959,Media,Media,Blocos de Concreto,Media,Media,864.0,864,2,1,5,1.0,300.0,2009,127500.0
762,30,Residencial_Media,60.0,6911,Pavimentada,Frente Dupla,BrkSide,Casa Unifamiliar,Um Andar,5,5,1924,1950,Media,Media,Concreto Vazado,Media,Media,1145.0,1301,2,1,5,2.0,440.0,2009,100000.0
763,60,Residencial_Alta_Vila,72.0,8640,Pavimentada,Interno,Somerst,Casa Unifamiliar,Dois Andar,7,5,2009,2009,Media,Media,Concreto Vazado,Boa,Media,756.0,1547,3,1,7,2.0,614.0,2010,215200.0
764,60,Residencial_Baixa,82.0,9430,Pavimentada,Interno,NoRidge,Casa Unifamiliar,Dois Andar,8,5,1999,1999,Boa,Media,Concreto Vazado,Boa,Media,1252.0,2365,3,1,8,3.0,856.0,2009,337000.0
765,120,Residencial_Baixa,30.0,9549,Pavimentada,Fim de Rua,Veenker,Casa Geminada - final fileira,Um Andar,8,5,1995,1996,Boa,Boa,Concreto Vazado,Boa,Boa,1494.0,1494,2,1,6,2.0,481.0,2006,270000.0
766,20,Residencial_Baixa,75.0,14587,Pavimentada,Interno,Somerst,Casa Unifamiliar,Um Andar,9,5,2008,2008,Boa,Media,Concreto Vazado,Boa,Media,1498.0,1506,2,1,6,2.0,592.0,2008,264132.0
767,60,Residencial_Baixa,80.0,10421,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Dois Andar,7,5,1988,1988,Media,Media,Blocos de Concreto,Boa,Media,980.0,1714,3,1,7,2.0,496.0,2010,196500.0
768,50,Residencial_Baixa,75.0,12508,Pavimentada,Interno,Mitchel,Casa Unifamiliar,Um e Meio Andar Finalizado,6,7,1940,1985,Media,Media,Blocos de Concreto,Boa,Media,983.0,1750,4,1,7,1.0,423.0,2008,160000.0
769,20,Residencial_Baixa,70.0,9100,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,1860.0,1836,3,1,8,2.0,484.0,2006,216837.0
771,85,Residencial_Baixa,,7252,Pavimentada,Fim de Rua,Sawyer,Casa Unifamiliar,Foyer Dividido,5,5,1982,1982,Media,Media,Blocos de Concreto,Boa,Media,858.0,858,2,1,5,2.0,576.0,2009,134900.0
772,20,Residencial_Baixa,67.0,8877,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,4,5,1951,1951,Media,Media,Blocos de Concreto,Razoavel,Razoavel,836.0,1220,2,1,6,2.0,396.0,2006,102000.0
773,80,Residencial_Baixa,94.0,7819,Pavimentada,Interno,Edwards,Casa Unifamiliar,Nivel Dividido,6,5,1976,1976,Media,Media,Blocos de Concreto,Media,Media,1029.0,1117,3,1,6,2.0,672.0,2010,107000.0
774,20,Residencial_Baixa,70.0,10150,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,5,1958,1958,Media,Media,Blocos de Concreto,Media,Media,912.0,912,2,1,5,1.0,275.0,2007,114500.0
776,120,Residencial_Media,32.0,4500,Pavimentada,Frente Dupla,Mitchel,Casa Geminada - final fileira,Um Andar,6,5,1998,1998,Media,Media,Concreto Vazado,Excelente,Media,1204.0,1204,2,1,5,2.0,412.0,2009,162000.0
777,20,Residencial_Baixa,86.0,11210,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2005,2006,Boa,Media,Concreto Vazado,Boa,Media,1614.0,1614,3,1,7,3.0,865.0,2006,221500.0
778,20,Residencial_Baixa,100.0,13350,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,5,5,1974,1974,Media,Media,Blocos de Concreto,Media,Media,864.0,894,3,1,5,2.0,440.0,2006,142500.0
779,90,Residencial_Alta_Apartamento,60.0,8400,Pavimentada,Interno,SawyerW,Duplex,Um Andar,5,5,1977,1977,Media,Media,Laje,,,0.0,2020,4,2,10,2.0,630.0,2007,144000.0
780,90,Residencial_Baixa,78.0,10530,Pavimentada,Interno,Mitchel,Duplex,Foyer Dividido,6,5,1977,1977,Media,Media,Blocos de Concreto,Boa,Media,975.0,1004,2,1,4,2.0,504.0,2006,135000.0
781,20,Residencial_Baixa,63.0,7875,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Um Andar,7,5,1995,1996,Media,Media,Concreto Vazado,Boa,Boa,1237.0,1253,3,1,6,2.0,402.0,2007,176000.0
782,60,Residencial_Baixa,65.0,7153,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,6,5,1992,1992,Boa,Boa,Concreto Vazado,Boa,Media,761.0,1603,3,1,7,2.0,484.0,2006,175900.0
783,20,Residencial_Baixa,67.0,16285,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2001,2002,Boa,Media,Concreto Vazado,Boa,Media,1413.0,1430,3,1,6,2.0,605.0,2009,187100.0
784,85,Residencial_Baixa,,9101,Pavimentada,Esquina,Mitchel,Casa Unifamiliar,Foyer Dividido,5,6,1978,1978,Media,Boa,Concreto Vazado,Boa,Media,1097.0,1110,1,1,4,2.0,602.0,2009,165500.0
785,75,Residencial_Media,35.0,6300,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois e Meio Andar Inacabado,6,6,1914,2001,Media,Media,Blocos de Concreto,Media,Media,742.0,1484,3,1,9,0.0,0.0,2008,128000.0
786,20,Residencial_Baixa,,9790,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Um Andar,6,5,1967,1967,Media,Media,Blocos de Concreto,Media,Media,1372.0,1342,3,1,7,2.0,457.0,2009,161500.0
787,50,Residencial_Media,60.0,10800,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1915,1950,Media,Boa,Concreto Vazado,Razoavel,Media,686.0,1652,4,1,7,1.0,416.0,2010,139000.0
788,60,Residencial_Baixa,76.0,10142,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,7,5,2004,2004,Boa,Media,Concreto Vazado,Boa,Media,956.0,2084,4,1,8,2.0,618.0,2010,233000.0
789,20,Residencial_Media,50.0,6000,Pavimentada,Esquina,OldTown,Casa Unifamiliar,Um Andar,4,7,1954,2000,Media,Media,Blocos de Concreto,Media,Media,901.0,901,2,1,4,1.0,281.0,2008,107900.0
790,60,Residencial_Baixa,,12205,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Dois Andar,6,8,1966,2007,Media,Media,Blocos de Concreto,Media,Razoavel,832.0,2087,5,1,9,2.0,444.0,2007,187500.0
791,120,Residencial_Baixa,43.0,3182,Pavimentada,Interno,Blmngtn,Casa Geminada - final fileira,Um Andar,7,5,2005,2006,Boa,Media,Concreto Vazado,Boa,Media,1145.0,1145,2,1,5,2.0,397.0,2009,160200.0
792,80,Residencial_Baixa,,11333,Pavimentada,Esquina,Mitchel,Casa Unifamiliar,Nivel Dividido,6,5,1976,1976,Media,Media,Concreto Vazado,Boa,Media,1029.0,1062,3,1,5,2.0,539.0,2007,146800.0
793,60,Residencial_Baixa,92.0,9920,Pavimentada,Fim de Rua,NoRidge,Casa Unifamiliar,Dois Andar,7,5,1996,1997,Boa,Media,Concreto Vazado,Boa,Media,1117.0,2013,3,1,8,2.0,455.0,2007,269790.0
794,20,Residencial_Baixa,76.0,9158,Pavimentada,Interno,Somerst,Casa Unifamiliar,Um Andar,8,5,2007,2007,Boa,Media,Concreto Vazado,Boa,Media,1496.0,1496,3,1,7,2.0,474.0,2007,225000.0
795,60,Residencial_Baixa,,10832,Pavimentada,Esquina,Gilbert,Casa Unifamiliar,Dois Andar,7,5,1994,1996,Boa,Media,Concreto Vazado,Boa,Media,712.0,1895,3,1,7,2.0,409.0,2008,194500.0
796,60,Residencial_Baixa,70.0,8400,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,6,6,1980,1981,Media,Media,Blocos de Concreto,Boa,Media,650.0,1564,3,1,7,2.0,476.0,2010,171000.0
797,20,Residencial_Baixa,71.0,8197,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,6,5,1977,1977,Media,Media,Blocos de Concreto,Media,Media,660.0,1285,3,1,7,2.0,528.0,2007,143500.0
798,20,Residencial_Baixa,57.0,7677,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,5,1953,1953,Media,Media,Blocos de Concreto,Media,Media,773.0,773,2,1,4,1.0,240.0,2008,110000.0
800,50,Residencial_Baixa,60.0,7200,Pavimentada,Esquina,SWISU,Casa Unifamiliar,Um e Meio Andar Finalizado,5,7,1937,1950,Media,Media,Tijolos e Pedra,Boa,Media,731.0,1768,3,1,7,1.0,240.0,2007,175000.0
801,60,Residencial_Baixa,79.0,12798,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Dois Andar,6,5,1997,1997,Media,Media,Concreto Vazado,Boa,Media,616.0,1688,4,1,8,2.0,603.0,2008,200000.0
802,30,Residencial_Media,40.0,4800,Pavimentada,Interno,IDOTRR,Casa Unifamiliar,Um Andar,4,7,1916,1990,Media,Media,Blocos de Concreto,Media,Media,1196.0,1196,2,1,5,2.0,440.0,2007,109900.0
803,60,Residencial_Baixa,63.0,8199,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2005,2005,Boa,Media,Concreto Vazado,Boa,Media,728.0,1456,3,1,7,2.0,410.0,2008,189000.0
805,20,Residencial_Baixa,75.0,9000,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,5,1954,1954,Media,Media,Blocos de Concreto,Media,Media,936.0,1128,2,1,5,1.0,286.0,2006,118000.0
806,20,Residencial_Baixa,91.0,12274,Pavimentada,Frente Dupla,Somerst,Casa Unifamiliar,Um Andar,7,5,2008,2008,Boa,Media,Concreto Vazado,Boa,Media,1417.0,1428,3,1,6,2.0,554.0,2008,227680.0
807,80,Residencial_Baixa,75.0,9750,Pavimentada,Interno,NAmes,Casa Unifamiliar,Nivel Dividido,5,5,1967,1967,Media,Media,Concreto Vazado,Media,Media,980.0,980,3,1,6,1.0,384.0,2006,135500.0
808,70,Residencial_Baixa,144.0,21384,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Dois Andar,5,6,1923,2004,Media,Media,Blocos de Concreto,Media,Media,1324.0,1576,3,1,6,2.0,528.0,2009,223500.0
809,80,Residencial_Baixa,85.0,13400,Pavimentada,Interno,NAmes,Casa Unifamiliar,Nivel Dividido,5,5,1966,1966,Media,Media,Blocos de Concreto,Media,Media,1024.0,1086,3,1,6,2.0,484.0,2006,159950.0
810,75,Residencial_Media,90.0,8100,Pavimentada,Esquina,OldTown,Casa Unifamiliar,Dois e Meio Andar Inacabado,5,5,1898,1965,Media,Media,Concreto Vazado,Media,Media,849.0,2138,2,3,11,2.0,360.0,2009,106000.0
811,20,Residencial_Baixa,78.0,10140,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Um Andar,6,6,1974,1999,Media,Media,Blocos de Concreto,Media,Media,1040.0,1309,3,1,5,2.0,484.0,2006,181000.0
812,120,Residencial_Media,,4438,Pavimentada,Interno,CollgCr,Casa Geminada - final fileira,Um Andar,6,5,2004,2004,Boa,Media,Concreto Vazado,Boa,Media,848.0,848,1,1,4,2.0,420.0,2008,144500.0
813,20,Comercial,66.0,8712,Terra,Interno,IDOTRR,Casa Unifamiliar,Um Andar,5,5,1952,1952,Razoavel,Media,Blocos de Concreto,Media,Media,540.0,1044,2,1,4,2.0,504.0,2010,55993.0
814,20,Residencial_Baixa,75.0,9750,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,6,1958,1958,Media,Media,Blocos de Concreto,Media,Media,1442.0,1442,4,1,7,1.0,301.0,2007,157900.0
815,50,Residencial_Baixa,45.0,8248,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um e Meio Andar Finalizado,5,7,1918,1950,Media,Media,Tijolos e Pedra,Media,Media,686.0,1250,3,1,7,1.0,280.0,2006,116000.0
816,20,Residencial_Baixa,48.0,12137,Pavimentada,Fim de Rua,CollgCr,Casa Unifamiliar,Um Andar,7,5,1998,1998,Media,Media,Concreto Vazado,Boa,Media,1649.0,1661,3,1,6,2.0,598.0,2010,224900.0
817,20,Residencial_Baixa,,11425,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Um Andar,5,6,1954,1954,Media,Media,Blocos de Concreto,Media,Media,1008.0,1008,2,1,4,1.0,275.0,2006,137000.0
818,20,Residencial_Baixa,,13265,Pavimentada,Fim de Rua,Mitchel,Casa Unifamiliar,Um Andar,8,5,2002,2002,Boa,Media,Concreto Vazado,Boa,Media,1568.0,1689,3,1,7,3.0,857.0,2008,271000.0
819,80,Residencial_Baixa,80.0,8816,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Nivel Dividido,6,7,1971,1971,Media,Media,Blocos de Concreto,Media,Media,1010.0,1052,3,1,6,2.0,440.0,2010,155000.0
820,120,Residencial_Baixa,44.0,6371,Pavimentada,Interno,NridgHt,Casa Geminada - final fileira,Um Andar,7,5,2009,2010,Boa,Media,Concreto Vazado,Boa,Media,1358.0,1358,2,1,6,2.0,484.0,2010,224000.0
821,60,Residencial_Baixa,72.0,7226,Pavimentada,Fim de Rua,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,798.0,1640,3,1,6,2.0,595.0,2008,183000.0
822,20,Residencial_Media,60.0,6000,Pavimentada,Interno,OldTown,Conversao duas familias,Um Andar,4,4,1953,1953,Razoavel,Media,Blocos de Concreto,Razoavel,Media,936.0,936,2,1,4,2.0,576.0,2009,93000.0
823,60,Residencial_Baixa,,12394,Pavimentada,Esquina,Gilbert,Casa Unifamiliar,Dois Andar,7,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,847.0,1733,3,1,7,2.0,433.0,2007,225000.0
824,50,Residencial_Baixa,60.0,9900,Pavimentada,Interno,SWISU,Casa Unifamiliar,Um e Meio Andar Finalizado,6,7,1940,1950,Media,Media,Tijolos e Pedra,Media,Media,778.0,1489,3,1,7,1.0,240.0,2009,139500.0
825,20,Residencial_Alta_Vila,81.0,11216,Pavimentada,Interno,Somerst,Casa Unifamiliar,Um Andar,8,5,2006,2006,Boa,Media,Concreto Vazado,Boa,Boa,1489.0,1489,3,1,7,2.0,776.0,2006,232600.0
827,45,Residencial_Media,50.0,6130,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Um e Meio Andar Inacabado,5,6,1924,1950,Media,Media,Tijolos e Pedra,Media,Media,784.0,784,2,1,5,0.0,0.0,2008,109500.0
828,20,Residencial_Baixa,65.0,8529,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Um Andar,7,5,2001,2001,Boa,Media,Concreto Vazado,Boa,Media,1454.0,1434,3,1,6,2.0,527.0,2009,189000.0
829,60,Residencial_Baixa,,28698,Pavimentada,Fim de Rua,ClearCr,Casa Unifamiliar,Dois Andar,5,5,1967,1967,Media,Media,Concreto Vazado,Media,Boa,1013.0,2126,3,1,7,2.0,538.0,2009,185000.0
830,160,Residencial_Alta_Vila,24.0,2544,Pavimentada,Interno,Somerst,Casa Geminada - meio de fileira,Dois Andar,7,5,2005,2005,Boa,Media,Concreto Vazado,Boa,Media,600.0,1223,2,1,4,2.0,480.0,2006,147400.0
831,20,Residencial_Baixa,80.0,11900,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Um Andar,6,5,1957,1957,Media,Media,Blocos de Concreto,Media,Media,1392.0,1392,3,1,6,2.0,458.0,2008,166000.0
832,160,Residencial_Alta_Vila,30.0,3180,Pavimentada,Interno,Somerst,Casa Geminada - final fileira,Dois Andar,7,5,2005,2005,Media,Media,Concreto Vazado,Boa,Media,600.0,1200,2,1,4,2.0,480.0,2006,151000.0
833,60,Residencial_Baixa,44.0,9548,Pavimentada,Fim de Rua,CollgCr,Casa Unifamiliar,Dois Andar,7,6,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,941.0,1829,3,1,7,2.0,613.0,2010,237000.0
834,20,Residencial_Baixa,100.0,10004,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,6,1964,1964,Media,Media,Blocos de Concreto,Media,Media,1516.0,1516,3,1,6,2.0,472.0,2009,167000.0
835,20,Residencial_Baixa,75.0,7875,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,6,1961,1961,Media,Media,Blocos de Concreto,Media,Media,1144.0,1144,3,1,6,2.0,456.0,2008,139950.0
836,20,Residencial_Baixa,60.0,9600,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,4,7,1950,1995,Media,Media,Blocos de Concreto,Boa,Media,1067.0,1067,2,1,4,2.0,436.0,2010,128000.0
837,30,Residencial_Media,90.0,8100,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um Andar,5,6,1948,1973,Media,Media,Tijolos e Pedra,Media,Media,1559.0,1559,2,1,5,2.0,812.0,2007,153500.0
838,160,Residencial_Media,21.0,1680,Pavimentada,Interno,BrDale,Casa Geminada - meio de fileira,Dois Andar,6,5,1973,1973,Media,Media,Blocos de Concreto,Media,Media,483.0,987,2,1,5,1.0,264.0,2008,100000.0
839,20,Residencial_Baixa,75.0,9525,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,5,6,1995,2006,Media,Media,Concreto Vazado,Boa,Media,1099.0,1099,3,1,6,1.0,352.0,2008,144000.0
840,50,Residencial_Baixa,70.0,11767,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1946,1995,Media,Media,Blocos de Concreto,Media,Media,768.0,1200,3,1,6,1.0,240.0,2008,130500.0
841,70,Residencial_Alta_Apartamento,,12155,Pavimentada,Interno,SWISU,Casa Unifamiliar,Dois Andar,6,8,1925,1950,Media,Media,Tijolos e Pedra,Media,Media,672.0,1482,4,1,7,1.0,400.0,2008,140000.0
842,70,Residencial_Media,60.0,10440,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois Andar,5,8,1904,2002,Media,Media,Concreto Vazado,Media,Media,650.0,1539,3,1,8,2.0,686.0,2008,157500.0
843,80,Residencial_Baixa,82.0,9020,Pavimentada,Interno,NAmes,Casa Unifamiliar,Nivel Dividido,6,7,1966,1966,Media,Media,Blocos de Concreto,Media,Media,1127.0,1165,3,1,6,2.0,490.0,2008,174900.0
844,90,Residencial_Baixa,80.0,8000,Pavimentada,Esquina,NAmes,Duplex,Um Andar,5,4,1961,1961,Media,Media,Blocos de Concreto,Media,Media,1800.0,1800,6,2,10,0.0,0.0,2007,141000.0
845,50,Residencial_Media,100.0,12665,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um e Meio Andar Finalizado,5,8,1915,1950,Media,Media,Tijolos e Pedra,Media,Media,876.0,1416,4,1,7,3.0,720.0,2008,153900.0
846,85,Residencial_Baixa,,16647,Pavimentada,Fim de Rua,Sawyer,Casa Unifamiliar,Foyer Dividido,5,5,1975,1981,Media,Media,Blocos de Concreto,Boa,Media,1390.0,1701,3,1,6,2.0,611.0,2007,171000.0
847,60,Residencial_Baixa,75.0,9317,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,7,5,1993,1993,Boa,Media,Concreto Vazado,Boa,Media,740.0,1775,3,1,7,2.0,425.0,2009,213000.0
848,20,Residencial_Baixa,36.0,15523,Pavimentada,Fim de Rua,CollgCr,Casa Unifamiliar,Um Andar,5,6,1972,1972,Media,Media,Blocos de Concreto,Media,Media,864.0,864,3,1,5,1.0,338.0,2009,133500.0
849,50,Residencial_Baixa,75.0,45600,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Um e Meio Andar Finalizado,6,8,1908,1997,Media,Media,Tijolos e Pedra,Media,Media,907.0,2358,5,1,10,2.0,360.0,2008,240000.0
850,80,Residencial_Baixa,80.0,9600,Pavimentada,Frente Dupla,Veenker,Casa Unifamiliar,Nivel Dividido,6,7,1976,1994,Boa,Boa,Blocos de Concreto,Media,Media,528.0,1855,3,1,7,2.0,512.0,2007,187000.0
851,120,Residencial_Media,36.0,4435,Pavimentada,Interno,CollgCr,Casa Geminada - final fileira,Um Andar,6,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,848.0,848,1,1,3,2.0,420.0,2007,131500.0
852,120,Residencial_Baixa,,3196,Pavimentada,Interno,Blmngtn,Casa Geminada - final fileira,Um Andar,8,5,2003,2003,Boa,Media,Concreto Vazado,Boa,Media,1273.0,1456,2,1,7,2.0,400.0,2006,215000.0
853,75,Residencial_Baixa,53.0,7128,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Dois e Meio Andar Inacabado,7,5,1941,1950,Media,Boa,Blocos de Concreto,Media,Media,918.0,1646,4,1,7,1.0,240.0,2007,164000.0
854,80,Residencial_Baixa,,12095,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Nivel Dividido,6,6,1964,1964,Media,Boa,Blocos de Concreto,Media,Media,1127.0,1445,3,1,7,2.0,645.0,2009,158000.0
